condition,strategy,timeout_ms,run,frame,stall_ms
congested,reset-stream,500,1,348,911.0
congested,reset-stream,500,1,349,913.0
congested,reset-stream,500,1,350,1240.0
congested,reset-stream,500,2,284,995.0
congested,reset-stream,500,2,314,686.0
congested,reset-stream,500,2,315,652.0
congested,reset-stream,500,2,316,733.0
congested,reset-stream,500,2,346,768.0
congested,reset-stream,500,2,347,897.0
congested,reset-stream,500,2,348,911.0
congested,reset-stream,500,2,349,926.0
congested,reset-stream,500,2,350,906.0
congested,reset-stream,500,2,351,353.0
congested,reset-stream,500,2,600,1569.0
congested,reset-stream,500,3,284,982.0
congested,reset-stream,500,3,314,2041.0
congested,reset-stream,500,3,344,768.0
congested,reset-stream,500,3,345,897.0
congested,reset-stream,500,3,346,911.0
congested,reset-stream,500,3,347,889.0
congested,reset-stream,500,3,348,1287.0
congested,reset-stream,500,3,597,796.0
congested,reset-stream,500,3,598,779.0
congested,reset-stream,500,4,284,980.0
congested,reset-stream,500,4,314,650.0
congested,reset-stream,500,4,315,653.0
congested,reset-stream,500,4,316,733.0
congested,reset-stream,500,4,346,768.0
congested,reset-stream,500,4,347,897.0
congested,reset-stream,500,4,348,911.0
congested,reset-stream,500,4,349,914.0
congested,reset-stream,500,4,350,1239.0
congested,reset-stream,500,5,284,982.0
congested,reset-stream,500,5,314,651.0
congested,reset-stream,500,5,315,652.0
congested,reset-stream,500,5,316,733.0
congested,reset-stream,500,5,346,768.0
congested,reset-stream,500,5,347,897.0
congested,reset-stream,500,5,348,911.0
congested,reset-stream,500,5,349,914.0
congested,reset-stream,500,5,350,1240.0
congested,reset-stream,500,5,599,808.0
congested,reset-stream,500,5,600,755.0
congested,reset-stream,500,6,267,417.0
congested,reset-stream,500,6,297,1204.0
congested,reset-stream,500,6,322,115.0
congested,reset-stream,500,6,327,1337.0
congested,reset-stream,500,6,328,785.0
congested,reset-stream,500,6,354,1493.0
congested,reset-stream,500,6,355,2186.0
congested,reset-stream,500,6,574,281.0
congested,reset-stream,500,6,604,820.0
congested,reset-stream,500,7,284,986.0
congested,reset-stream,500,7,314,650.0
congested,reset-stream,500,7,315,652.0
congested,reset-stream,500,7,316,721.0
congested,reset-stream,500,7,346,768.0
congested,reset-stream,500,7,347,885.0
congested,reset-stream,500,7,348,923.0
congested,reset-stream,500,7,349,925.0
congested,reset-stream,500,7,350,906.0
congested,reset-stream,500,7,351,340.0
congested,reset-stream,500,7,599,1544.0
congested,reset-stream,500,8,284,986.0
congested,reset-stream,500,8,314,651.0
congested,reset-stream,500,8,315,653.0
congested,reset-stream,500,8,316,732.0
congested,reset-stream,500,8,346,769.0
congested,reset-stream,500,8,347,896.0
congested,reset-stream,500,8,348,911.0
congested,reset-stream,500,8,349,914.0
congested,reset-stream,500,8,350,1239.0
congested,reset-stream,500,9,284,983.0
congested,reset-stream,500,9,314,651.0
congested,reset-stream,500,9,315,652.0
congested,reset-stream,500,9,316,733.0
congested,reset-stream,500,9,344,126.0
congested,reset-stream,500,9,346,729.0
congested,reset-stream,500,9,347,898.0
congested,reset-stream,500,9,348,911.0
congested,reset-stream,500,9,349,914.0
congested,reset-stream,500,9,350,1239.0
congested,reset-stream,500,10,284,983.0
congested,reset-stream,500,10,314,2018.0
congested,reset-stream,500,10,343,781.0
congested,reset-stream,500,10,344,884.0
congested,reset-stream,500,10,345,923.0
congested,reset-stream,500,10,346,913.0
congested,reset-stream,500,10,347,918.0
congested,reset-stream,500,10,348,364.0
congested,reset-stream,500,10,597,797.0
congested,reset-stream,500,10,598,779.0
congested,reset-stream,1000,1,296,515.0
congested,reset-stream,1000,1,297,569.0
congested,reset-stream,1000,1,327,663.0
congested,reset-stream,1000,1,328,1352.0
congested,reset-stream,1000,1,358,792.0
congested,reset-stream,1000,1,359,1764.0
congested,reset-stream,1000,1,360,1851.0
congested,reset-stream,1000,1,361,351.0
congested,reset-stream,1000,1,610,501.0
congested,reset-stream,1000,1,611,791.0
congested,reset-stream,1000,2,296,503.0
congested,reset-stream,1000,2,297,557.0
congested,reset-stream,1000,2,327,662.0
congested,reset-stream,1000,2,328,664.0
congested,reset-stream,1000,2,329,721.0
congested,reset-stream,1000,2,359,780.0
congested,reset-stream,1000,2,360,885.0
congested,reset-stream,1000,2,361,923.0
congested,reset-stream,1000,2,362,889.0
congested,reset-stream,1000,2,363,942.0
congested,reset-stream,1000,2,364,339.0
congested,reset-stream,1000,2,613,479.0
congested,reset-stream,1000,2,614,779.0
congested,reset-stream,1000,3,296,1060.0
congested,reset-stream,1000,3,326,663.0
congested,reset-stream,1000,3,327,652.0
congested,reset-stream,1000,3,328,686.0
congested,reset-stream,1000,3,358,756.0
congested,reset-stream,1000,3,359,1800.0
congested,reset-stream,1000,3,360,1815.0
congested,reset-stream,1000,3,361,351.0
congested,reset-stream,1000,3,610,1291.0
congested,reset-stream,1000,4,296,516.0
congested,reset-stream,1000,4,297,569.0
congested,reset-stream,1000,4,327,662.0
congested,reset-stream,1000,4,328,1353.0
congested,reset-stream,1000,4,358,792.0
congested,reset-stream,1000,4,359,1764.0
congested,reset-stream,1000,4,360,1851.0
congested,reset-stream,1000,4,361,370.0
congested,reset-stream,1000,4,610,483.0
congested,reset-stream,1000,4,611,791.0
congested,reset-stream,1000,5,296,1061.0
congested,reset-stream,1000,5,326,663.0
congested,reset-stream,1000,5,327,652.0
congested,reset-stream,1000,5,328,685.0
congested,reset-stream,1000,5,358,756.0
congested,reset-stream,1000,5,359,1800.0
congested,reset-stream,1000,5,360,1815.0
congested,reset-stream,1000,5,361,351.0
congested,reset-stream,1000,5,610,1277.0
congested,reset-stream,1000,6,296,1061.0
congested,reset-stream,1000,6,326,663.0
congested,reset-stream,1000,6,327,652.0
congested,reset-stream,1000,6,328,685.0
congested,reset-stream,1000,6,358,755.0
congested,reset-stream,1000,6,359,1799.0
congested,reset-stream,1000,6,360,1815.0
congested,reset-stream,1000,6,361,351.0
congested,reset-stream,1000,6,610,1277.0
congested,reset-stream,1000,7,296,516.0
congested,reset-stream,1000,7,297,561.0
congested,reset-stream,1000,7,327,1324.0
congested,reset-stream,1000,7,328,699.0
congested,reset-stream,1000,7,358,761.0
congested,reset-stream,1000,7,359,904.0
congested,reset-stream,1000,7,360,1805.0
congested,reset-stream,1000,7,361,1263.0
congested,reset-stream,1000,7,610,444.0
congested,reset-stream,1000,7,611,779.0
congested,reset-stream,1000,8,296,1061.0
congested,reset-stream,1000,8,326,663.0
congested,reset-stream,1000,8,327,652.0
congested,reset-stream,1000,8,328,686.0
congested,reset-stream,1000,8,358,756.0
congested,reset-stream,1000,8,359,1799.0
congested,reset-stream,1000,8,360,1815.0
congested,reset-stream,1000,8,361,351.0
congested,reset-stream,1000,8,610,1275.0
congested,reset-stream,1000,9,296,1061.0
congested,reset-stream,1000,9,326,662.0
congested,reset-stream,1000,9,327,652.0
congested,reset-stream,1000,9,328,685.0
congested,reset-stream,1000,9,358,756.0
congested,reset-stream,1000,9,359,1799.0
congested,reset-stream,1000,9,360,1815.0
congested,reset-stream,1000,9,361,352.0
congested,reset-stream,1000,9,610,1277.0
congested,reset-stream,1000,10,296,1061.0
congested,reset-stream,1000,10,326,663.0
congested,reset-stream,1000,10,327,652.0
congested,reset-stream,1000,10,328,684.0
congested,reset-stream,1000,10,358,756.0
congested,reset-stream,1000,10,359,1799.0
congested,reset-stream,1000,10,360,1814.0
congested,reset-stream,1000,10,361,352.0
congested,reset-stream,1000,10,610,1275.0
lossy,reset-at-keyframe,100,1,327,172.0
lossy,reset-at-keyframe,100,1,328,961.0
lossy,reset-at-keyframe,100,1,329,992.0
lossy,reset-at-keyframe,100,1,330,862.0
lossy,reset-at-keyframe,100,1,331,959.0
lossy,reset-at-keyframe,100,1,332,1000.0
lossy,reset-at-keyframe,100,1,333,1040.0
lossy,reset-at-keyframe,100,1,334,714.0
lossy,reset-at-keyframe,100,1,552,201.0
lossy,reset-at-keyframe,100,1,553,956.0
lossy,reset-at-keyframe,100,1,554,995.0
lossy,reset-at-keyframe,100,2,298,1000.0
lossy,reset-at-keyframe,100,2,299,969.0
lossy,reset-at-keyframe,100,2,330,1010.0
lossy,reset-at-keyframe,100,2,331,868.0
lossy,reset-at-keyframe,100,2,332,1094.0
lossy,reset-at-keyframe,100,2,333,1149.0
lossy,reset-at-keyframe,100,2,334,895.0
lossy,reset-at-keyframe,100,2,335,625.0
lossy,reset-at-keyframe,100,2,552,232.0
lossy,reset-at-keyframe,100,2,553,985.0
lossy,reset-at-keyframe,100,2,554,1055.0
lossy,reset-at-keyframe,100,3,388,1015.0
lossy,reset-at-keyframe,100,3,389,928.0
lossy,reset-at-keyframe,100,3,390,958.0
lossy,reset-at-keyframe,100,3,391,956.0
lossy,reset-at-keyframe,100,3,392,1000.0
lossy,reset-at-keyframe,100,3,393,756.0
lossy,reset-at-keyframe,100,3,612,218.0
lossy,reset-at-keyframe,100,3,613,1112.0
lossy,reset-at-keyframe,100,3,614,937.0
lossy,reset-at-keyframe,100,4,327,123.0
lossy,reset-at-keyframe,100,4,328,1000.0
lossy,reset-at-keyframe,100,4,329,999.0
lossy,reset-at-keyframe,100,4,330,960.0
lossy,reset-at-keyframe,100,4,331,868.0
lossy,reset-at-keyframe,100,4,332,1002.0
lossy,reset-at-keyframe,100,4,333,1032.0
lossy,reset-at-keyframe,100,4,334,976.0
lossy,reset-at-keyframe,100,4,335,749.0
lossy,reset-at-keyframe,100,4,553,251.0
lossy,reset-at-keyframe,100,4,554,958.0
lossy,reset-at-keyframe,100,4,555,990.0
lossy,reset-at-keyframe,100,5,268,960.0
lossy,reset-at-keyframe,100,5,328,106.0
lossy,reset-at-keyframe,100,5,359,1000.0
lossy,reset-at-keyframe,100,5,360,918.0
lossy,reset-at-keyframe,100,5,361,992.0
lossy,reset-at-keyframe,100,5,362,1055.0
lossy,reset-at-keyframe,100,5,363,1102.0
lossy,reset-at-keyframe,100,5,364,577.0
lossy,reset-at-keyframe,100,5,454,116.0
lossy,reset-at-keyframe,100,5,455,948.0
lossy,reset-at-keyframe,100,5,514,116.0
lossy,reset-at-keyframe,100,5,515,899.0
lossy,reset-at-keyframe,100,5,524,250.0
lossy,reset-at-keyframe,100,5,525,1053.0
lossy,reset-at-keyframe,100,5,526,946.0
lossy,reset-at-keyframe,100,6,297,124.0
lossy,reset-at-keyframe,100,6,298,1003.0
lossy,reset-at-keyframe,100,6,299,975.0
lossy,reset-at-keyframe,100,6,300,967.0
lossy,reset-at-keyframe,100,6,301,1112.0
lossy,reset-at-keyframe,100,6,302,854.0
lossy,reset-at-keyframe,100,6,303,949.0
lossy,reset-at-keyframe,100,6,304,959.0
lossy,reset-at-keyframe,100,6,305,991.0
lossy,reset-at-keyframe,100,6,306,765.0
lossy,reset-at-keyframe,100,6,525,163.0
lossy,reset-at-keyframe,100,6,526,964.0
lossy,reset-at-keyframe,100,6,527,1029.0
lossy,reset-at-keyframe,100,7,297,134.0
lossy,reset-at-keyframe,100,7,298,945.0
lossy,reset-at-keyframe,100,7,299,949.0
lossy,reset-at-keyframe,100,7,300,1009.0
lossy,reset-at-keyframe,100,7,301,1040.0
lossy,reset-at-keyframe,100,7,302,867.0
lossy,reset-at-keyframe,100,7,303,951.0
lossy,reset-at-keyframe,100,7,304,998.0
lossy,reset-at-keyframe,100,7,305,1022.0
lossy,reset-at-keyframe,100,7,550,194.0
lossy,reset-at-keyframe,100,7,551,912.0
lossy,reset-at-keyframe,100,7,552,1042.0
lossy,reset-at-keyframe,100,8,297,133.0
lossy,reset-at-keyframe,100,8,298,1017.0
lossy,reset-at-keyframe,100,8,299,982.0
lossy,reset-at-keyframe,100,8,300,1003.0
lossy,reset-at-keyframe,100,8,301,996.0
lossy,reset-at-keyframe,100,8,302,952.0
lossy,reset-at-keyframe,100,8,303,917.0
lossy,reset-at-keyframe,100,8,304,1051.0
lossy,reset-at-keyframe,100,8,305,996.0
lossy,reset-at-keyframe,100,8,306,679.0
lossy,reset-at-keyframe,100,8,352,151.0
lossy,reset-at-keyframe,100,8,517,499.0
lossy,reset-at-keyframe,100,8,518,864.0
lossy,reset-at-keyframe,100,8,519,985.0
lossy,reset-at-keyframe,100,9,268,959.0
lossy,reset-at-keyframe,100,9,298,128.0
lossy,reset-at-keyframe,100,9,299,994.0
lossy,reset-at-keyframe,100,9,300,1014.0
lossy,reset-at-keyframe,100,9,301,1052.0
lossy,reset-at-keyframe,100,9,302,863.0
lossy,reset-at-keyframe,100,9,303,951.0
lossy,reset-at-keyframe,100,9,304,983.0
lossy,reset-at-keyframe,100,9,305,1015.0
lossy,reset-at-keyframe,100,9,422,1000.0
lossy,reset-at-keyframe,100,9,423,950.0
lossy,reset-at-keyframe,100,9,492,216.0
lossy,reset-at-keyframe,100,9,493,908.0
lossy,reset-at-keyframe,100,9,494,1118.0
lossy,reset-at-keyframe,100,10,238,991.0
lossy,reset-at-keyframe,100,10,239,1000.0
lossy,reset-at-keyframe,100,10,240,963.0
lossy,reset-at-keyframe,100,10,270,109.0
lossy,reset-at-keyframe,100,10,271,994.0
lossy,reset-at-keyframe,100,10,272,873.0
lossy,reset-at-keyframe,100,10,273,993.0
lossy,reset-at-keyframe,100,10,274,1017.0
lossy,reset-at-keyframe,100,10,305,757.0
lossy,reset-at-keyframe,100,10,462,104.0
lossy,reset-at-keyframe,100,10,524,185.0
lossy,reset-at-keyframe,100,10,525,1000.0
lossy,reset-at-keyframe,100,10,526,999.0
lossy,reset-at-keyframe,200,1,327,171.0
lossy,reset-at-keyframe,200,1,328,950.0
lossy,reset-at-keyframe,200,1,387,127.0
lossy,reset-at-keyframe,200,1,413,105.0
lossy,reset-at-keyframe,200,1,414,949.0
lossy,reset-at-keyframe,200,1,415,949.0
lossy,reset-at-keyframe,200,1,720,203.0
lossy,reset-at-keyframe,200,1,721,814.0
lossy,reset-at-keyframe,200,2,417,120.0
lossy,reset-at-keyframe,200,2,504,948.0
lossy,reset-at-keyframe,200,2,749,166.0
lossy,reset-at-keyframe,200,2,750,949.0
lossy,reset-at-keyframe,200,3,473,158.0
lossy,reset-at-keyframe,200,3,779,909.0
lossy,reset-at-keyframe,200,4,357,121.0
lossy,reset-at-keyframe,200,4,387,118.0
lossy,reset-at-keyframe,200,4,418,866.0
lossy,reset-at-keyframe,200,4,479,949.0
lossy,reset-at-keyframe,200,4,724,117.0
lossy,reset-at-keyframe,200,4,725,907.0
lossy,reset-at-keyframe,200,4,755,110.0
lossy,reset-at-keyframe,200,5,473,219.0
lossy,reset-at-keyframe,200,5,474,900.0
lossy,reset-at-keyframe,200,5,590,144.0
lossy,reset-at-keyframe,200,5,591,821.0
lossy,reset-at-keyframe,200,5,720,252.0
lossy,reset-at-keyframe,200,5,721,950.0
lossy,reset-at-keyframe,200,5,722,1002.0
lossy,reset-at-keyframe,200,6,448,1002.0
lossy,reset-at-keyframe,200,6,449,1116.0
lossy,reset-at-keyframe,200,6,450,1035.0
lossy,reset-at-keyframe,200,6,451,559.0
lossy,reset-at-keyframe,200,6,670,200.0
lossy,reset-at-keyframe,200,6,671,1100.0
lossy,reset-at-keyframe,200,6,672,858.0
lossy,reset-at-keyframe,200,7,448,967.0
lossy,reset-at-keyframe,200,7,754,949.0
lossy,reset-at-keyframe,200,8,448,1000.0
lossy,reset-at-keyframe,200,8,449,1010.0
lossy,reset-at-keyframe,200,8,450,942.0
lossy,reset-at-keyframe,200,8,695,164.0
lossy,reset-at-keyframe,200,8,696,950.0
lossy,reset-at-keyframe,200,9,443,126.0
lossy,reset-at-keyframe,200,9,504,671.0
lossy,reset-at-keyframe,200,9,722,206.0
lossy,reset-at-keyframe,200,10,448,1000.0
lossy,reset-at-keyframe,200,10,449,949.0
lossy,reset-at-keyframe,200,10,450,1006.0
lossy,reset-at-keyframe,200,10,451,708.0
lossy,reset-at-keyframe,200,10,670,206.0
lossy,reset-at-object,100,1,328,993.0
lossy,reset-at-object,100,1,359,991.0
lossy,reset-at-object,100,1,360,870.0
lossy,reset-at-object,100,1,361,1020.0
lossy,reset-at-object,100,1,362,1040.0
lossy,reset-at-object,100,1,363,988.0
lossy,reset-at-object,100,1,364,712.0
lossy,reset-at-object,100,1,393,110.0
lossy,reset-at-object,100,1,483,101.0
lossy,reset-at-object,100,1,484,950.0
lossy,reset-at-object,100,1,553,359.0
lossy,reset-at-object,100,1,554,804.0
lossy,reset-at-object,100,1,555,993.0
lossy,reset-at-object,100,2,318,600.0
lossy,reset-at-object,100,2,319,857.0
lossy,reset-at-object,100,2,320,963.0
lossy,reset-at-object,100,2,321,990.0
lossy,reset-at-object,100,2,322,842.0
lossy,reset-at-object,100,2,323,1033.0
lossy,reset-at-object,100,2,324,999.0
lossy,reset-at-object,100,2,325,966.0
lossy,reset-at-object,100,2,326,799.0
lossy,reset-at-object,100,2,416,132.0
lossy,reset-at-object,100,2,417,1000.0
lossy,reset-at-object,100,2,516,268.0
lossy,reset-at-object,100,2,517,850.0
lossy,reset-at-object,100,2,518,999.0
lossy,reset-at-object,100,3,316,394.0
lossy,reset-at-object,100,3,317,995.0
lossy,reset-at-object,100,3,318,1050.0
lossy,reset-at-object,100,3,319,961.0
lossy,reset-at-object,100,3,320,924.0
lossy,reset-at-object,100,3,321,979.0
lossy,reset-at-object,100,3,322,1017.0
lossy,reset-at-object,100,3,323,1032.0
lossy,reset-at-object,100,3,324,678.0
lossy,reset-at-object,100,3,354,103.0
lossy,reset-at-object,100,3,543,217.0
lossy,reset-at-object,100,3,544,949.0
lossy,reset-at-object,100,3,545,953.0
lossy,reset-at-object,100,4,328,1001.0
lossy,reset-at-object,100,4,358,165.0
lossy,reset-at-object,100,4,359,1107.0
lossy,reset-at-object,100,4,360,761.0
lossy,reset-at-object,100,4,361,949.0
lossy,reset-at-object,100,4,362,1019.0
lossy,reset-at-object,100,4,363,1029.0
lossy,reset-at-object,100,4,364,680.0
lossy,reset-at-object,100,4,542,102.0
lossy,reset-at-object,100,4,543,898.0
lossy,reset-at-object,100,4,551,284.0
lossy,reset-at-object,100,4,552,908.0
lossy,reset-at-object,100,4,553,1002.0
lossy,reset-at-object,100,5,297,223.0
lossy,reset-at-object,100,5,298,903.0
lossy,reset-at-object,100,5,299,946.0
lossy,reset-at-object,100,5,300,999.0
lossy,reset-at-object,100,5,301,999.0
lossy,reset-at-object,100,5,302,875.0
lossy,reset-at-object,100,5,303,1041.0
lossy,reset-at-object,100,5,304,1000.0
lossy,reset-at-object,100,5,305,1000.0
lossy,reset-at-object,100,5,306,715.0
lossy,reset-at-object,100,5,525,446.0
lossy,reset-at-object,100,5,526,721.0
lossy,reset-at-object,100,5,527,954.0
lossy,reset-at-object,100,6,298,1093.0
lossy,reset-at-object,100,6,299,955.0
lossy,reset-at-object,100,6,300,994.0
lossy,reset-at-object,100,6,301,999.0
lossy,reset-at-object,100,6,302,934.0
lossy,reset-at-object,100,6,303,1089.0
lossy,reset-at-object,100,6,304,943.0
lossy,reset-at-object,100,6,305,905.0
lossy,reset-at-object,100,6,306,713.0
lossy,reset-at-object,100,6,524,201.0
lossy,reset-at-object,100,6,525,1000.0
lossy,reset-at-object,100,6,526,1006.0
lossy,reset-at-object,100,7,268,965.0
lossy,reset-at-object,100,7,359,1006.0
lossy,reset-at-object,100,7,360,910.0
lossy,reset-at-object,100,7,361,964.0
lossy,reset-at-object,100,7,362,997.0
lossy,reset-at-object,100,7,363,1037.0
lossy,reset-at-object,100,7,364,715.0
lossy,reset-at-object,100,7,457,112.0
lossy,reset-at-object,100,7,518,133.0
lossy,reset-at-object,100,7,545,898.0
lossy,reset-at-object,100,7,554,268.0
lossy,reset-at-object,100,7,555,1000.0
lossy,reset-at-object,100,7,556,949.0
lossy,reset-at-object,100,8,268,1000.0
lossy,reset-at-object,100,8,269,1050.0
lossy,reset-at-object,100,8,270,962.0
lossy,reset-at-object,100,8,271,988.0
lossy,reset-at-object,100,8,272,1016.0
lossy,reset-at-object,100,8,273,954.0
lossy,reset-at-object,100,8,274,995.0
lossy,reset-at-object,100,8,275,1000.0
lossy,reset-at-object,100,8,276,1067.0
lossy,reset-at-object,100,8,277,647.0
lossy,reset-at-object,100,8,368,1004.0
lossy,reset-at-object,100,8,369,945.0
lossy,reset-at-object,100,8,399,116.0
lossy,reset-at-object,100,8,438,168.0
lossy,reset-at-object,100,8,439,999.0
lossy,reset-at-object,100,8,440,1006.0
lossy,reset-at-object,100,9,387,120.0
lossy,reset-at-object,100,9,388,1052.0
lossy,reset-at-object,100,9,389,818.0
lossy,reset-at-object,100,9,390,1011.0
lossy,reset-at-object,100,9,391,997.0
lossy,reset-at-object,100,9,392,1002.0
lossy,reset-at-object,100,9,393,703.0
lossy,reset-at-object,100,9,484,949.0
lossy,reset-at-object,100,9,583,268.0
lossy,reset-at-object,100,9,584,905.0
lossy,reset-at-object,100,9,585,950.0
lossy,reset-at-object,100,10,4,148.0
lossy,reset-at-object,100,10,267,1026.0
lossy,reset-at-object,100,10,268,1022.0
lossy,reset-at-object,100,10,269,961.0
lossy,reset-at-object,100,10,270,988.0
lossy,reset-at-object,100,10,271,1006.0
lossy,reset-at-object,100,10,272,914.0
lossy,reset-at-object,100,10,273,1098.0
lossy,reset-at-object,100,10,274,960.0
lossy,reset-at-object,100,10,275,939.0
lossy,reset-at-object,100,10,276,715.0
lossy,reset-at-object,100,10,494,206.0
lossy,reset-at-object,100,10,495,1006.0
lossy,reset-at-object,100,10,496,999.0
lossy,reset-at-object,200,1,538,716.0
lossy,reset-at-object,200,1,757,252.0
lossy,reset-at-object,200,1,758,899.0
lossy,reset-at-object,200,1,788,116.0
lossy,reset-at-object,200,2,297,123.0
lossy,reset-at-object,200,2,327,122.0
lossy,reset-at-object,200,2,328,904.0
lossy,reset-at-object,200,2,414,105.0
lossy,reset-at-object,200,2,444,167.0
lossy,reset-at-object,200,2,445,910.0
lossy,reset-at-object,200,2,475,171.0
lossy,reset-at-object,200,2,476,625.0
lossy,reset-at-object,200,2,695,254.0
lossy,reset-at-object,200,2,696,935.0
lossy,reset-at-object,200,3,838,306.0
lossy,reset-at-object,200,4,473,180.0
lossy,reset-at-object,200,4,474,947.0
lossy,reset-at-object,200,4,749,160.0
lossy,reset-at-object,200,4,750,888.0
lossy,reset-at-object,200,5,327,139.0
lossy,reset-at-object,200,5,778,105.0
lossy,reset-at-object,200,5,779,918.0
lossy,reset-at-object,200,6,387,119.0
lossy,reset-at-object,200,6,443,158.0
lossy,reset-at-object,200,6,444,958.0
lossy,reset-at-object,200,6,445,939.0
lossy,reset-at-object,200,6,720,107.0
lossy,reset-at-object,200,6,751,949.0
lossy,reset-at-object,200,7,417,120.0
lossy,reset-at-object,200,7,503,168.0
lossy,reset-at-object,200,7,504,906.0
lossy,reset-at-object,200,7,749,109.0
lossy,reset-at-object,200,7,750,950.0
lossy,reset-at-object,200,8,448,949.0
lossy,reset-at-object,200,8,753,258.0
lossy,reset-at-object,200,8,754,840.0
lossy,reset-at-object,200,8,755,912.0
lossy,reset-at-object,200,9,783,893.0
lossy,reset-at-object,200,10,778,213.0
lossy,reset-at-object,200,10,779,929.0
lossy,reset-at-object,200,10,780,919.0
lossy,reset-stream,100,1,266,1046.0
lossy,reset-stream,100,1,296,127.0
lossy,reset-stream,100,1,297,5957.0
lossy,reset-stream,100,1,298,950.0
lossy,reset-stream,100,1,299,715.0
lossy,reset-stream,100,1,517,167.0
lossy,reset-stream,100,1,518,1006.0
lossy,reset-stream,100,2,326,3104.0
lossy,reset-stream,100,2,327,1867.0
lossy,reset-stream,100,2,328,1015.0
lossy,reset-stream,100,2,329,1812.0
lossy,reset-stream,100,2,419,104.0
lossy,reset-stream,100,2,420,949.0
lossy,reset-stream,100,2,519,275.0
lossy,reset-stream,100,3,298,1000.0
lossy,reset-stream,100,3,299,4978.0
lossy,reset-stream,100,3,300,989.0
lossy,reset-stream,100,3,301,1664.0
lossy,reset-stream,100,3,391,207.0
lossy,reset-stream,100,3,420,914.0
lossy,reset-stream,100,3,488,2167.0
lossy,reset-stream,100,4,297,2121.0
lossy,reset-stream,100,4,298,963.0
lossy,reset-stream,100,4,299,2004.0
lossy,reset-stream,100,4,300,3617.0
lossy,reset-stream,100,4,518,1218.0
lossy,reset-stream,100,5,417,4710.0
lossy,reset-stream,100,5,635,143.0
lossy,reset-stream,100,6,296,3152.0
lossy,reset-stream,100,6,297,1005.0
lossy,reset-stream,100,6,298,1824.0
lossy,reset-stream,100,6,299,987.0
lossy,reset-stream,100,6,300,1009.0
lossy,reset-stream,100,7,177,1020.0
lossy,reset-stream,100,7,208,2001.0
lossy,reset-stream,100,7,238,5019.0
lossy,reset-stream,100,7,239,2745.0
lossy,reset-stream,100,7,329,1066.0
lossy,reset-stream,100,7,427,420.0
lossy,reset-stream,100,7,428,848.0
lossy,reset-stream,100,7,429,961.0
lossy,reset-stream,100,8,327,1038.0
lossy,reset-stream,100,8,357,3121.0
lossy,reset-stream,100,8,358,2619.0
lossy,reset-stream,100,8,378,163.0
lossy,reset-stream,100,8,419,1950.0
lossy,reset-stream,100,8,518,217.0
lossy,reset-stream,100,9,356,1098.0
lossy,reset-stream,100,9,357,1916.0
lossy,reset-stream,100,9,358,1000.0
lossy,reset-stream,100,9,359,2715.0
lossy,reset-stream,100,9,386,111.0
lossy,reset-stream,100,9,389,135.0
lossy,reset-stream,100,9,577,1071.0
lossy,reset-stream,100,9,578,994.0
lossy,reset-stream,100,10,356,153.0
lossy,reset-stream,100,10,357,1999.0
lossy,reset-stream,100,10,358,1877.0
lossy,reset-stream,100,10,359,1040.0
lossy,reset-stream,100,10,360,1670.0
lossy,reset-stream,100,10,579,1152.0
lossy,reset-stream,100,10,580,999.0
lossy,reset-stream,200,1,356,206.0
lossy,reset-stream,200,1,357,947.0
lossy,reset-stream,200,1,413,3785.0
lossy,reset-stream,200,1,473,108.0
lossy,reset-stream,200,1,631,179.0
lossy,reset-stream,200,2,376,1490.0
lossy,reset-stream,200,2,402,1216.0
lossy,reset-stream,200,2,433,949.0
lossy,reset-stream,200,2,434,715.0
lossy,reset-stream,200,2,553,124.0
lossy,reset-stream,200,2,651,210.0
lossy,reset-stream,200,2,652,1007.0
lossy,reset-stream,200,3,796,571.0
lossy,reset-stream,200,4,473,1121.0
lossy,reset-stream,200,4,748,116.0
lossy,reset-stream,200,4,749,949.0
lossy,reset-stream,200,5,502,255.0
lossy,reset-stream,200,5,503,1652.0
lossy,reset-stream,200,6,532,972.0
lossy,reset-stream,200,6,750,167.0
lossy,reset-stream,200,6,751,949.0
lossy,reset-stream,200,7,357,172.0
lossy,reset-stream,200,7,417,1884.0
lossy,reset-stream,200,7,447,165.0
lossy,reset-stream,200,7,448,912.0
lossy,reset-stream,200,7,693,939.0
lossy,reset-stream,200,7,723,127.0
lossy,reset-stream,200,8,446,1025.0
lossy,reset-stream,200,8,476,1114.0
lossy,reset-stream,200,8,477,728.0
lossy,reset-stream,200,8,657,151.0
lossy,reset-stream,200,8,696,184.0
lossy,reset-stream,200,8,697,898.0
lossy,reset-stream,200,9,552,241.0
lossy,reset-stream,200,9,732,117.0
lossy,reset-stream,200,9,771,1129.0
lossy,reset-stream,200,10,356,109.0
lossy,reset-stream,200,10,386,112.0
lossy,reset-stream,200,10,416,117.0
lossy,reset-stream,200,10,441,1078.0
lossy,reset-stream,200,10,442,937.0
lossy,reset-stream,200,10,716,1063.0
severe,none,0,1,296,707.0
severe,none,0,1,322,106.0
severe,none,0,1,325,505.0
severe,none,0,1,355,675.0
severe,none,0,1,360,309.0
severe,none,0,1,385,516.0
severe,none,0,1,405,270.0
severe,none,0,1,415,562.0
severe,none,0,1,421,168.0
severe,none,0,1,445,694.0
severe,none,0,1,460,117.0
severe,none,0,1,471,594.0
severe,none,0,1,480,232.0
severe,none,0,1,492,175.0
