condition,strategy,timeout_ms,run,group_id,object_id,frame_type,latency_ms
severe,reset-at-object,500,5,4,0,I,51.5
severe,reset-at-object,500,5,4,1,P,53.4
severe,reset-at-object,500,5,4,2,P,50.8
severe,reset-at-object,500,5,4,3,P,50.8
severe,reset-at-object,500,5,4,4,P,50.9
severe,reset-at-object,500,5,4,5,P,50.8
severe,reset-at-object,500,5,4,6,P,50.8
severe,reset-at-object,500,5,4,7,P,50.8
severe,reset-at-object,500,5,4,8,P,50.7
severe,reset-at-object,500,5,4,9,P,51.0
severe,reset-at-object,500,5,4,10,P,50.8
severe,reset-at-object,500,5,4,11,P,50.8
severe,reset-at-object,500,5,5,0,I,51.0
severe,reset-at-object,500,5,5,1,P,51.2
severe,reset-at-object,500,5,5,2,P,51.1
severe,reset-at-object,500,5,5,3,P,51.2
severe,reset-at-object,500,5,5,4,P,51.1
severe,reset-at-object,500,5,5,5,P,50.9
severe,reset-at-object,500,5,5,6,P,51.0
severe,reset-at-object,500,5,5,7,P,50.9
severe,reset-at-object,500,5,5,8,P,51.0
severe,reset-at-object,500,5,5,9,P,51.1
severe,reset-at-object,500,5,5,10,P,51.1
severe,reset-at-object,500,5,5,11,P,51.0
severe,reset-at-object,500,5,5,12,P,51.1
severe,reset-at-object,500,5,5,13,P,51.1
severe,reset-at-object,500,5,5,14,P,50.7
severe,reset-at-object,500,5,5,15,P,50.7
severe,reset-at-object,500,5,5,16,P,50.8
severe,reset-at-object,500,5,5,17,P,50.7
severe,reset-at-object,500,5,5,18,P,50.9
severe,reset-at-object,500,5,5,19,P,50.8
severe,reset-at-object,500,5,5,20,P,50.8
severe,reset-at-object,500,5,5,21,P,50.7
severe,reset-at-object,500,5,5,22,P,50.7
severe,reset-at-object,500,5,5,23,P,50.7
severe,reset-at-object,500,5,5,24,P,50.6
severe,reset-at-object,500,5,5,25,P,50.9
severe,reset-at-object,500,5,5,26,P,50.8
severe,reset-at-object,500,5,5,27,P,50.7
severe,reset-at-object,500,5,5,28,P,51.2
severe,reset-at-object,500,5,5,29,P,51.2
severe,reset-at-object,500,5,6,0,I,193.3
severe,reset-at-object,500,5,6,1,P,168.4
severe,reset-at-object,500,5,6,2,P,139.1
severe,reset-at-object,500,5,6,3,P,109.6
severe,reset-at-object,500,5,6,4,P,83.0
severe,reset-at-object,500,5,6,5,P,59.6
severe,reset-at-object,500,5,6,6,P,50.7
severe,reset-at-object,500,5,6,7,P,50.6
severe,reset-at-object,500,5,6,8,P,51.1
severe,reset-at-object,500,5,6,9,P,53.2
severe,reset-at-object,500,5,6,10,P,134.7
severe,reset-at-object,500,5,6,11,P,101.4
severe,reset-at-object,500,5,6,12,P,68.0
severe,reset-at-object,500,5,6,13,P,50.8
severe,reset-at-object,500,5,6,14,P,51.0
severe,reset-at-object,500,5,6,15,P,50.7
severe,reset-at-object,500,5,6,16,P,50.9
severe,reset-at-object,500,5,6,17,P,50.9
severe,reset-at-object,500,5,6,18,P,50.8
severe,reset-at-object,500,5,6,19,P,50.9
severe,reset-at-object,500,5,6,20,P,51.0
severe,reset-at-object,500,5,6,21,P,51.0
severe,reset-at-object,500,5,6,22,P,51.0
severe,reset-at-object,500,5,6,23,P,51.2
severe,reset-at-object,500,5,6,24,P,51.1
severe,reset-at-object,500,5,6,25,P,51.1
severe,reset-at-object,500,5,6,26,P,51.2
severe,reset-at-object,500,5,6,27,P,50.9
severe,reset-at-object,500,5,6,28,P,51.0
severe,reset-at-object,500,5,6,29,P,55.5
severe,reset-at-object,500,5,7,0,I,181.4
severe,reset-at-object,500,5,7,1,P,187.8
severe,reset-at-object,500,5,7,2,P,160.6
severe,reset-at-object,500,5,7,3,P,136.4
severe,reset-at-object,500,5,7,4,P,113.5
severe,reset-at-object,500,5,7,5,P,91.8
severe,reset-at-object,500,5,7,6,P,71.5
severe,reset-at-object,500,5,7,7,P,51.7
severe,reset-at-object,500,5,7,8,P,50.9
severe,reset-at-object,500,5,7,9,P,50.9
severe,reset-at-object,500,5,7,10,P,50.8
severe,reset-at-object,500,5,7,11,P,50.9
severe,reset-at-object,500,5,7,12,P,51.1
severe,reset-at-object,500,5,7,13,P,50.8
severe,reset-at-object,500,5,7,14,P,51.0
severe,reset-at-object,500,5,7,15,P,51.0
severe,reset-at-object,500,5,7,16,P,51.1
severe,reset-at-object,500,5,7,17,P,51.0
severe,reset-at-object,500,5,7,18,P,51.0
severe,reset-at-object,500,5,7,19,P,51.0
severe,reset-at-object,500,5,7,20,P,51.0
severe,reset-at-object,500,5,7,21,P,50.8
severe,reset-at-object,500,5,7,22,P,50.9
severe,reset-at-object,500,5,7,23,P,50.9
severe,reset-at-object,500,5,7,24,P,50.9
severe,reset-at-object,500,5,7,25,P,51.1
severe,reset-at-object,500,5,7,26,P,50.8
severe,reset-at-object,500,5,7,27,P,51.0
severe,reset-at-object,500,5,7,28,P,51.2
severe,reset-at-object,500,5,7,29,P,70.4
severe,reset-at-object,500,5,8,0,I,193.6
severe,reset-at-object,500,5,8,1,P,209.3
severe,reset-at-object,500,5,8,2,P,195.2
severe,reset-at-object,500,5,8,3,P,186.6
severe,reset-at-object,500,5,8,4,P,201.1
severe,reset-at-object,500,5,8,5,P,197.6
severe,reset-at-object,500,5,8,6,P,172.0
severe,reset-at-object,500,5,8,7,P,198.7
severe,reset-at-object,500,5,8,8,P,205.6
severe,reset-at-object,500,5,8,9,P,197.6
severe,reset-at-object,500,5,8,10,P,183.8
severe,reset-at-object,500,5,8,11,P,184.9
severe,reset-at-object,500,5,8,12,P,182.1
severe,reset-at-object,500,5,8,13,P,198.5
severe,reset-at-object,500,5,8,14,P,197.3
severe,reset-at-object,500,5,8,15,P,190.9
severe,reset-at-object,500,5,8,16,P,198.7
severe,reset-at-object,500,5,8,17,P,176.8
severe,reset-at-object,500,5,8,18,P,207.5
severe,reset-at-object,500,5,8,19,P,204.3
severe,reset-at-object,500,5,8,20,P,214.5
severe,reset-at-object,500,5,8,21,P,208.5
severe,reset-at-object,500,5,8,22,P,219.9
severe,reset-at-object,500,5,8,23,P,413.2
severe,reset-at-object,500,5,8,24,P,379.6
severe,reset-at-object,500,5,8,25,P,347.7
severe,reset-at-object,500,5,8,26,P,314.4
severe,reset-at-object,500,5,8,27,P,374.5
severe,reset-at-object,500,5,8,28,P,341.3
severe,reset-at-object,500,5,8,29,P,346.7
severe,reset-at-object,500,5,9,0,I,565.2
severe,reset-at-object,500,5,9,1,P,554.2
severe,reset-at-object,500,5,9,2,P,537.7
severe,reset-at-object,500,5,9,3,P,524.8
severe,reset-at-object,500,5,9,4,P,541.5
severe,reset-at-object,500,5,9,5,P,517.8
severe,reset-at-object,500,5,9,6,P,547.7
severe,reset-at-object,500,5,9,7,P,545.1
severe,reset-at-object,500,5,9,8,P,546.8
severe,reset-at-object,500,5,9,9,P,547.5
severe,reset-at-object,500,5,9,10,P,535.1
severe,reset-at-object,500,5,9,11,P,548.5
severe,reset-at-object,500,5,9,12,P,542.7
severe,reset-at-object,500,5,9,13,P,543.0
severe,reset-at-object,500,5,9,14,P,557.9
severe,reset-at-object,500,5,9,15,P,574.4
severe,reset-at-object,500,5,9,16,P,564.3
severe,reset-at-object,500,5,9,17,P,573.5
severe,reset-at-object,500,5,9,18,P,577.4
severe,reset-at-object,500,5,9,19,P,589.5
severe,reset-at-object,500,5,9,20,P,581.1
severe,reset-at-object,500,5,9,21,P,581.8
severe,reset-at-object,500,5,9,22,P,570.7
severe,reset-at-object,500,5,9,23,P,597.4
severe,reset-at-object,500,5,9,24,P,574.4
severe,reset-at-object,500,5,9,25,P,575.1
severe,reset-at-object,500,5,9,26,P,615.6
severe,reset-at-object,500,5,9,27,P,620.9
severe,reset-at-object,500,5,9,28,P,630.1
severe,reset-at-object,500,5,9,29,P,669.2
severe,reset-at-object,500,5,10,0,I,1009.6
severe,reset-at-object,500,5,11,0,I,549.5
severe,reset-at-object,500,5,11,1,P,527.6
severe,reset-at-object,500,5,11,2,P,516.5
severe,reset-at-object,500,5,11,3,P,489.7
severe,reset-at-object,500,5,11,4,P,478.5
severe,reset-at-object,500,5,11,5,P,491.8
severe,reset-at-object,500,5,11,6,P,463.4
severe,reset-at-object,500,5,11,7,P,476.8
severe,reset-at-object,500,5,11,8,P,461.5
severe,reset-at-object,500,5,11,9,P,457.0
severe,reset-at-object,500,5,11,10,P,453.1
severe,reset-at-object,500,5,11,11,P,465.5
severe,reset-at-object,500,5,11,12,P,457.1
severe,reset-at-object,500,5,11,13,P,465.4
severe,reset-at-object,500,5,11,14,P,483.2
severe,reset-at-object,500,5,11,15,P,644.4
severe,reset-at-object,500,5,11,16,P,611.1
severe,reset-at-object,500,5,11,17,P,577.8
severe,reset-at-object,500,5,11,18,P,630.1
severe,reset-at-object,500,5,11,19,P,596.9
severe,reset-at-object,500,5,11,20,P,563.5
severe,reset-at-object,500,5,11,21,P,530.2
severe,reset-at-object,500,5,11,22,P,530.1
severe,reset-at-object,500,5,11,23,P,533.8
severe,reset-at-object,500,5,11,24,P,550.2
severe,reset-at-object,500,5,11,25,P,558.7
severe,reset-at-object,500,5,11,26,P,573.4
severe,reset-at-object,500,5,11,27,P,583.0
severe,reset-at-object,500,5,11,28,P,563.4
severe,reset-at-object,500,5,11,29,P,597.1
severe,reset-at-object,500,5,12,0,I,1104.9
severe,reset-at-object,500,5,13,0,I,770.2
severe,reset-at-object,500,5,14,0,I,680.2
severe,reset-at-object,500,5,14,1,P,667.4
severe,reset-at-object,500,5,14,2,P,644.7
severe,reset-at-object,500,5,14,3,P,653.6
severe,reset-at-object,500,5,14,4,P,623.8
severe,reset-at-object,500,5,14,5,P,613.5
severe,reset-at-object,500,5,14,6,P,623.3
severe,reset-at-object,500,5,14,7,P,635.8
severe,reset-at-object,500,5,14,8,P,636.6
severe,reset-at-object,500,5,14,9,P,638.8
severe,reset-at-object,500,5,14,10,P,661.6
severe,reset-at-object,500,5,14,11,P,662.7
severe,reset-at-object,500,5,14,12,P,663.0
severe,reset-at-object,500,5,14,13,P,686.5
severe,reset-at-object,500,5,14,14,P,694.2
severe,reset-at-object,500,5,14,15,P,678.7
severe,reset-at-object,500,5,14,16,P,674.9
severe,reset-at-object,500,5,14,17,P,694.3
severe,reset-at-object,500,5,14,18,P,983.6
severe,reset-at-object,500,5,14,19,P,950.2
severe,reset-at-object,500,5,14,20,P,916.9
severe,reset-at-object,500,5,14,21,P,883.7
severe,reset-at-object,500,5,14,22,P,850.4
severe,reset-at-object,500,5,14,23,P,817.1
severe,reset-at-object,500,5,14,24,P,783.8
severe,reset-at-object,500,5,14,25,P,750.5
severe,reset-at-object,500,5,14,26,P,740.5
severe,reset-at-object,500,5,14,27,P,753.4
severe,reset-at-object,500,5,14,28,P,765.2
severe,reset-at-object,500,5,15,0,I,1391.3
severe,reset-at-object,500,5,16,0,I,1139.9
severe,reset-at-object,500,5,17,0,I,1515.4
severe,reset-at-object,500,5,18,0,I,1096.5
severe,reset-at-object,500,5,19,0,I,1007.4
severe,reset-at-object,500,5,20,0,I,930.6
severe,reset-at-object,500,5,21,0,I,445.4
severe,reset-at-object,500,5,21,1,P,412.2
severe,reset-at-object,500,5,21,2,P,378.8
severe,reset-at-object,500,5,21,3,P,345.5
severe,reset-at-object,500,5,21,4,P,312.2
severe,reset-at-object,500,5,21,5,P,278.8
severe,reset-at-object,500,5,21,6,P,245.5
severe,reset-at-object,500,5,21,7,P,212.2
severe,reset-at-object,500,5,21,8,P,178.8
severe,reset-at-object,500,5,21,9,P,145.5
severe,reset-at-object,500,5,21,10,P,123.6
severe,reset-at-object,500,5,21,11,P,100.4
severe,reset-at-object,500,5,21,12,P,82.7
severe,reset-at-object,500,5,21,13,P,67.1
severe,reset-at-object,500,5,21,14,P,51.0
severe,reset-at-object,500,5,21,15,P,50.8
severe,reset-at-object,500,5,21,16,P,50.7
severe,reset-at-object,500,5,21,17,P,51.1
severe,reset-at-object,500,5,21,18,P,51.1
severe,reset-at-object,500,5,21,19,P,51.0
severe,reset-at-object,500,5,21,20,P,50.9
severe,reset-at-object,500,5,21,21,P,51.2
severe,reset-at-object,500,5,21,22,P,50.9
severe,reset-at-object,500,5,21,23,P,51.0
severe,reset-at-object,500,5,21,24,P,51.0
severe,reset-at-object,500,5,21,25,P,50.8
severe,reset-at-object,500,5,21,26,P,50.7
severe,reset-at-object,500,5,21,27,P,50.8
severe,reset-at-object,500,5,21,28,P,51.1
severe,reset-at-object,500,5,21,29,P,51.0
severe,reset-at-object,500,5,22,0,I,347.9
severe,reset-at-object,500,5,22,1,P,345.4
severe,reset-at-object,500,5,22,2,P,318.7
severe,reset-at-object,500,5,22,3,P,366.1
severe,reset-at-object,500,5,22,4,P,332.9
severe,reset-at-object,500,5,22,5,P,299.4
severe,reset-at-object,500,5,22,6,P,266.1
severe,reset-at-object,500,5,22,7,P,232.8
severe,reset-at-object,500,5,22,8,P,199.5
severe,reset-at-object,500,5,22,9,P,166.2
severe,reset-at-object,500,5,22,10,P,132.9
severe,reset-at-object,500,5,22,11,P,99.3
severe,reset-at-object,500,5,22,12,P,66.2
severe,reset-at-object,500,5,22,13,P,50.8
severe,reset-at-object,500,5,22,14,P,50.7
severe,reset-at-object,500,5,22,15,P,50.5
severe,reset-at-object,500,5,22,16,P,50.7
severe,reset-at-object,500,5,22,17,P,50.9
severe,reset-at-object,500,5,22,18,P,51.1
severe,reset-at-object,500,5,22,19,P,50.8
severe,reset-at-object,500,5,22,20,P,50.5
severe,reset-at-object,500,5,22,21,P,50.6
severe,reset-at-object,500,5,22,22,P,50.8
severe,reset-at-object,500,5,22,23,P,50.8
severe,reset-at-object,500,5,22,24,P,51.0
severe,reset-at-object,500,5,22,25,P,134.9
severe,reset-at-object,500,5,22,26,P,101.7
severe,reset-at-object,500,5,22,27,P,68.5
severe,reset-at-object,500,5,22,28,P,51.0
severe,reset-at-object,500,5,22,29,P,67.4
severe,reset-at-object,500,5,23,0,I,347.9
severe,reset-at-object,500,5,23,1,P,344.5
severe,reset-at-object,500,5,23,2,P,322.5
severe,reset-at-object,500,5,23,3,P,299.4
severe,reset-at-object,500,5,23,4,P,275.7
severe,reset-at-object,500,5,23,5,P,253.8
severe,reset-at-object,500,5,23,6,P,232.0
severe,reset-at-object,500,5,23,7,P,212.5
severe,reset-at-object,500,5,23,8,P,215.2
severe,reset-at-object,500,5,23,9,P,188.7
severe,reset-at-object,500,5,23,10,P,211.8
severe,reset-at-object,500,5,23,11,P,228.3
severe,reset-at-object,500,5,23,12,P,200.9
severe,reset-at-object,500,5,23,13,P,200.6
severe,reset-at-object,500,5,23,14,P,177.7
severe,reset-at-object,500,5,23,15,P,155.3
severe,reset-at-object,500,5,23,16,P,132.3
severe,reset-at-object,500,5,23,17,P,110.7
severe,reset-at-object,500,5,23,18,P,85.8
severe,reset-at-object,500,5,23,19,P,61.0
severe,reset-at-object,500,5,23,20,P,50.6
severe,reset-at-object,500,5,23,21,P,50.6
severe,reset-at-object,500,5,23,22,P,50.6
severe,reset-at-object,500,5,23,23,P,50.7
severe,reset-at-object,500,5,23,24,P,50.7
severe,reset-at-object,500,5,23,25,P,149.8
severe,reset-at-object,500,5,23,26,P,116.6
severe,reset-at-object,500,5,23,27,P,83.2
severe,reset-at-object,500,5,23,28,P,51.0
severe,reset-at-object,500,5,23,29,P,212.2
severe,reset-at-object,500,5,24,0,I,312.1
severe,reset-at-object,500,5,24,1,P,351.8
severe,reset-at-object,500,5,24,2,P,324.3
severe,reset-at-object,500,5,24,3,P,297.9
severe,reset-at-object,500,5,24,4,P,264.6
severe,reset-at-object,500,5,24,5,P,241.7
severe,reset-at-object,500,5,24,6,P,215.4
severe,reset-at-object,500,5,24,7,P,190.2
severe,reset-at-object,500,5,24,8,P,164.0
severe,reset-at-object,500,5,24,9,P,138.9
severe,reset-at-object,500,5,24,10,P,115.6
severe,reset-at-object,500,5,24,11,P,94.5
severe,reset-at-object,500,5,24,12,P,66.1
severe,reset-at-object,500,5,24,13,P,50.7
severe,reset-at-object,500,5,24,14,P,50.8
severe,reset-at-object,500,5,24,15,P,50.8
severe,reset-at-object,500,5,24,16,P,50.8
severe,reset-at-object,500,5,24,17,P,50.8
severe,reset-at-object,500,5,24,18,P,50.9
severe,reset-at-object,500,5,24,19,P,50.8
severe,reset-at-object,500,5,24,20,P,51.1
severe,reset-at-object,500,5,24,21,P,50.8
severe,reset-at-object,500,5,24,22,P,51.0
severe,reset-at-object,500,5,24,23,P,50.9
severe,reset-at-object,500,5,24,24,P,50.8
severe,reset-at-object,500,5,24,25,P,50.7
severe,reset-at-object,500,5,24,26,P,50.8
severe,reset-at-object,500,5,24,27,P,50.7
severe,reset-at-object,500,5,24,28,P,50.8
severe,reset-at-object,500,5,24,29,P,50.8
severe,reset-at-object,500,5,25,0,I,276.9
severe,reset-at-object,500,5,25,1,P,309.5
severe,reset-at-object,500,5,25,2,P,276.2
severe,reset-at-object,500,5,25,3,P,252.1
severe,reset-at-object,500,5,25,4,P,228.8
severe,reset-at-object,500,5,25,5,P,217.2
severe,reset-at-object,500,5,25,6,P,223.6
severe,reset-at-object,500,5,25,7,P,260.3
severe,reset-at-object,500,5,25,8,P,250.5
severe,reset-at-object,500,5,25,9,P,222.4
severe,reset-at-object,500,5,25,10,P,207.9
severe,reset-at-object,500,5,25,11,P,197.3
severe,reset-at-object,500,5,25,12,P,168.7
severe,reset-at-object,500,5,25,13,P,153.1
severe,reset-at-object,500,5,25,14,P,130.5
severe,reset-at-object,500,5,25,15,P,115.6
severe,reset-at-object,500,5,25,16,P,93.3
severe,reset-at-object,500,5,25,17,P,77.5
severe,reset-at-object,500,5,25,18,P,63.8
severe,reset-at-object,500,5,25,19,P,51.0
severe,reset-at-object,500,5,25,20,P,50.9
severe,reset-at-object,500,5,25,21,P,51.1
severe,reset-at-object,500,5,25,22,P,56.1
severe,reset-at-object,500,5,25,23,P,166.9
severe,reset-at-object,500,5,25,24,P,133.7
severe,reset-at-object,500,5,25,25,P,100.3
severe,reset-at-object,500,5,25,26,P,134.3
severe,reset-at-object,500,5,25,27,P,110.1
severe,reset-at-object,500,5,25,28,P,112.1
severe,reset-at-object,500,5,25,29,P,163.7
severe,reset-at-object,500,5,26,0,I,307.9
severe,reset-at-object,500,5,26,1,P,333.6
severe,reset-at-object,500,5,26,2,P,327.4
severe,reset-at-object,500,5,26,3,P,324.1
severe,reset-at-object,500,5,26,4,P,341.1
severe,reset-at-object,500,5,26,5,P,343.1
severe,reset-at-object,500,5,26,6,P,323.6
severe,reset-at-object,500,5,26,7,P,300.9
severe,reset-at-object,500,5,26,8,P,276.9
severe,reset-at-object,500,5,26,9,P,253.4
severe,reset-at-object,500,5,26,10,P,241.2
severe,reset-at-object,500,5,26,11,P,207.9
severe,reset-at-object,500,5,26,12,P,183.4
severe,reset-at-object,500,5,26,13,P,156.2
severe,reset-at-object,500,5,26,14,P,122.7
severe,reset-at-object,500,5,26,15,P,98.9
severe,reset-at-object,500,5,26,16,P,70.4
severe,reset-at-object,500,5,26,17,P,50.8
severe,reset-at-object,500,5,26,18,P,50.7
severe,reset-at-object,500,5,26,19,P,50.7
severe,reset-at-object,500,5,26,20,P,50.7
severe,reset-at-object,500,5,26,21,P,50.7
severe,reset-at-object,500,5,26,22,P,50.8
severe,reset-at-object,500,5,26,23,P,50.5
severe,reset-at-object,500,5,26,24,P,50.7
severe,reset-at-object,500,5,26,25,P,50.7
severe,reset-at-object,500,5,26,26,P,50.7
severe,reset-at-object,500,5,26,27,P,50.6
severe,reset-at-object,500,5,26,28,P,50.9
severe,reset-at-object,500,5,26,29,P,50.9
severe,reset-at-object,500,5,27,0,I,378.8
severe,reset-at-object,500,5,27,1,P,356.2
severe,reset-at-object,500,5,27,2,P,322.9
severe,reset-at-object,500,5,27,3,P,289.7
severe,reset-at-object,500,5,27,4,P,256.4
severe,reset-at-object,500,5,27,5,P,223.0
severe,reset-at-object,500,5,27,6,P,189.7
severe,reset-at-object,500,5,27,7,P,156.4
severe,reset-at-object,500,5,27,8,P,123.1
severe,reset-at-object,500,5,27,9,P,89.7
severe,reset-at-object,500,5,27,10,P,56.4
severe,reset-at-object,500,5,27,11,P,50.6
severe,reset-at-object,500,5,27,12,P,50.7
severe,reset-at-object,500,5,27,13,P,50.6
severe,reset-at-object,500,5,27,14,P,50.6
severe,reset-at-object,500,5,27,15,P,50.6
severe,reset-at-object,500,5,27,16,P,50.7
severe,reset-at-object,500,5,27,17,P,50.6
severe,reset-at-object,500,5,27,18,P,50.6
severe,reset-at-object,500,5,27,19,P,50.7
severe,reset-at-object,500,5,27,20,P,50.7
severe,reset-at-object,500,5,27,21,P,50.6
severe,reset-at-object,500,5,27,22,P,50.7
severe,reset-at-object,500,5,27,23,P,50.7
severe,reset-at-object,500,5,27,24,P,50.7
severe,reset-at-object,500,5,27,25,P,50.7
severe,reset-at-object,500,5,27,26,P,50.7
severe,reset-at-object,500,5,27,27,P,50.7
severe,reset-at-object,500,5,27,28,P,50.7
severe,reset-at-object,500,5,27,29,P,50.7
severe,reset-at-object,500,5,28,0,I,146.7
severe,reset-at-object,500,5,28,1,P,226.6
severe,reset-at-object,500,5,28,2,P,193.2
severe,reset-at-object,500,5,28,3,P,160.1
severe,reset-at-object,500,5,28,4,P,126.8
severe,reset-at-object,500,5,28,5,P,152.9
severe,reset-at-object,500,5,28,6,P,119.5
severe,reset-at-object,500,5,28,7,P,86.0
severe,reset-at-object,500,5,28,8,P,85.9
severe,reset-at-object,500,5,29,0,I,960.5
severe,reset-at-object,500,5,30,0,I,834.8
severe,reset-at-object,500,5,31,0,I,740.0
severe,reset-at-object,500,6,0,0,I,51.8
severe,reset-at-object,500,6,0,1,P,51.7
severe,reset-at-object,500,6,0,2,P,56.9
severe,reset-at-object,500,6,0,3,P,264.7
severe,reset-at-object,500,6,0,4,P,264.4
severe,reset-at-object,500,6,0,5,P,263.0
severe,reset-at-object,500,6,0,6,P,262.8
severe,reset-at-object,500,6,0,7,P,262.4
severe,reset-at-object,500,6,0,8,P,262.4
severe,reset-at-object,500,6,0,9,P,262.4
severe,reset-at-object,500,6,0,10,P,261.2
severe,reset-at-object,500,6,0,11,P,261.1
severe,reset-at-object,500,6,0,12,P,261.1
severe,reset-at-object,500,6,0,13,P,261.1
severe,reset-at-object,500,6,0,14,P,232.0
severe,reset-at-object,500,6,0,15,P,198.7
severe,reset-at-object,500,6,0,16,P,165.4
severe,reset-at-object,500,6,0,17,P,132.1
severe,reset-at-object,500,6,0,18,P,104.6
severe,reset-at-object,500,6,0,19,P,74.9
severe,reset-at-object,500,6,0,20,P,50.8
severe,reset-at-object,500,6,0,21,P,50.9
severe,reset-at-object,500,6,0,22,P,50.9
severe,reset-at-object,500,6,0,23,P,50.9
severe,reset-at-object,500,6,0,24,P,50.9
severe,reset-at-object,500,6,0,25,P,50.9
severe,reset-at-object,500,6,0,26,P,50.8
severe,reset-at-object,500,6,0,27,P,50.9
severe,reset-at-object,500,6,0,28,P,50.8
severe,reset-at-object,500,6,0,29,P,50.8
severe,reset-at-object,500,6,1,0,I,143.8
severe,reset-at-object,500,6,1,1,P,115.5
severe,reset-at-object,500,6,1,2,P,85.0
severe,reset-at-object,500,6,1,3,P,55.2
severe,reset-at-object,500,6,1,4,P,50.7
severe,reset-at-object,500,6,1,5,P,52.1
severe,reset-at-object,500,6,1,6,P,50.7
severe,reset-at-object,500,6,1,7,P,50.8
severe,reset-at-object,500,6,1,8,P,50.7
severe,reset-at-object,500,6,1,9,P,50.7
severe,reset-at-object,500,6,1,10,P,50.7
severe,reset-at-object,500,6,1,11,P,50.9
severe,reset-at-object,500,6,1,12,P,50.8
severe,reset-at-object,500,6,1,13,P,50.8
severe,reset-at-object,500,6,1,14,P,50.8
severe,reset-at-object,500,6,1,15,P,51.0
severe,reset-at-object,500,6,1,16,P,50.9
severe,reset-at-object,500,6,1,17,P,50.7
severe,reset-at-object,500,6,1,18,P,50.8
severe,reset-at-object,500,6,1,19,P,50.9
severe,reset-at-object,500,6,1,20,P,51.1
severe,reset-at-object,500,6,1,21,P,50.9
severe,reset-at-object,500,6,1,22,P,50.8
severe,reset-at-object,500,6,1,23,P,50.8
severe,reset-at-object,500,6,1,24,P,50.7
severe,reset-at-object,500,6,1,25,P,50.9
severe,reset-at-object,500,6,1,26,P,50.7
severe,reset-at-object,500,6,1,27,P,50.8
severe,reset-at-object,500,6,1,28,P,50.8
severe,reset-at-object,500,6,1,29,P,50.7
severe,reset-at-object,500,6,2,0,I,145.7
severe,reset-at-object,500,6,2,1,P,117.0
severe,reset-at-object,500,6,2,2,P,85.8
severe,reset-at-object,500,6,2,3,P,54.6
severe,reset-at-object,500,6,2,4,P,50.8
severe,reset-at-object,500,6,2,5,P,50.8
severe,reset-at-object,500,6,2,6,P,50.8
severe,reset-at-object,500,6,2,7,P,50.7
severe,reset-at-object,500,6,2,8,P,50.8
severe,reset-at-object,500,6,2,9,P,50.7
severe,reset-at-object,500,6,2,10,P,50.7
severe,reset-at-object,500,6,2,11,P,50.8
severe,reset-at-object,500,6,2,12,P,50.9
severe,reset-at-object,500,6,2,13,P,50.6
severe,reset-at-object,500,6,2,14,P,50.7
severe,reset-at-object,500,6,2,15,P,50.8
severe,reset-at-object,500,6,2,16,P,50.8
severe,reset-at-object,500,6,2,17,P,50.7
severe,reset-at-object,500,6,2,18,P,50.9
severe,reset-at-object,500,6,2,19,P,50.8
severe,reset-at-object,500,6,2,20,P,50.5
severe,reset-at-object,500,6,2,21,P,50.7
severe,reset-at-object,500,6,2,22,P,50.6
severe,reset-at-object,500,6,2,23,P,50.5
severe,reset-at-object,500,6,2,24,P,50.6
severe,reset-at-object,500,6,2,25,P,50.8
severe,reset-at-object,500,6,2,26,P,50.5
severe,reset-at-object,500,6,2,27,P,50.5
severe,reset-at-object,500,6,2,28,P,50.6
severe,reset-at-object,500,6,2,29,P,50.6
severe,reset-at-object,500,6,3,0,I,145.8
severe,reset-at-object,500,6,3,1,P,114.2
severe,reset-at-object,500,6,3,2,P,82.6
severe,reset-at-object,500,6,3,3,P,50.6
severe,reset-at-object,500,6,3,4,P,50.5
severe,reset-at-object,500,6,3,5,P,50.6
severe,reset-at-object,500,6,3,6,P,50.9
severe,reset-at-object,500,6,3,7,P,50.8
severe,reset-at-object,500,6,3,8,P,50.7
severe,reset-at-object,500,6,3,9,P,50.6
severe,reset-at-object,500,6,3,10,P,50.7
severe,reset-at-object,500,6,3,11,P,50.7
severe,reset-at-object,500,6,3,12,P,50.6
severe,reset-at-object,500,6,3,13,P,50.6
severe,reset-at-object,500,6,3,14,P,50.8
severe,reset-at-object,500,6,3,15,P,50.8
severe,reset-at-object,500,6,3,16,P,50.8
severe,reset-at-object,500,6,3,17,P,50.9
severe,reset-at-object,500,6,3,18,P,50.9
severe,reset-at-object,500,6,3,19,P,51.0
severe,reset-at-object,500,6,3,20,P,50.9
severe,reset-at-object,500,6,3,21,P,50.8
severe,reset-at-object,500,6,3,22,P,50.7
severe,reset-at-object,500,6,3,23,P,50.7
severe,reset-at-object,500,6,3,24,P,50.7
severe,reset-at-object,500,6,3,25,P,50.9
severe,reset-at-object,500,6,3,26,P,50.8
severe,reset-at-object,500,6,3,27,P,50.8
severe,reset-at-object,500,6,3,28,P,51.2
severe,reset-at-object,500,6,3,29,P,51.1
severe,reset-at-object,500,6,4,0,I,51.7
severe,reset-at-object,500,6,4,1,P,50.7
severe,reset-at-object,500,6,4,2,P,50.5
severe,reset-at-object,500,6,4,3,P,50.5
severe,reset-at-object,500,6,4,4,P,50.7
severe,reset-at-object,500,6,4,5,P,50.6
severe,reset-at-object,500,6,4,6,P,50.8
severe,reset-at-object,500,6,4,7,P,50.6
severe,reset-at-object,500,6,4,8,P,50.8
